kepid,is_eb,primary_depth,secondary_depth,depth_ratio,n_quarters,eb_method,error,true_label,score
5738698,False,0.31768147432389626,0.0,0.0,8,1P_fold,,0,0.9501030445098877
10480952,False,0.31570955213113416,0.0,0.0,8,1P_fold,,0,0.9391490817070007
8098300,True,0.34924261553904545,0.2475841323532113,0.7089173008599556,8,1P_fold,,0,0.8104537725448608
10491031,False,0.22460439815153066,0.0,0.0,8,1P_fold,,0,0.9779757857322693
7369523,False,0.30489963005251264,0.0,0.0,8,1P_fold,,0,0.9094107151031494
5016163,False,0.41827430194684134,0.0,0.0,8,1P_fold,,0,0.9813499450683594
9851142,False,0.08342553131011943,0.0005605377574265935,0.006719019329261388,8,1P_fold,,0,0.7110351920127869
4157488,True,0.08915913515896179,0.08866531790746224,0.9944613947789072,8,1P_fold,,0,0.9897161722183228
