week,competition_threshold,wild_f1_threshold,recall_opt_threshold,wild_auc,wild_f1_at_calibrated,f1_after_eb,fpr_after_eb,eb_catch_rate
8,0.0843,0.69142115,0.2857788944723618,0.6933333333333334,0.5306122401499376,0.5306122399333613,0.07999999998933334,0.0
