kepid,kepoi_name,koi_disposition,koi_period,koi_depth
8564587,K01270.01,CONFIRMED,5.729317577,865.4
10925104,K00156.03,CONFIRMED,11.776132317,1430.8
8564587,K01270.02,CONFIRMED,11.60908533,489.3
8806072,K01273.01,CONFIRMED,40.05881661,1239.4
4455231,K01332.02,CONFIRMED,6.09747233,217.6
4455231,K01332.03,CONFIRMED,56.637918,589.7
8972058,K00159.01,CONFIRMED,8.99088621,469.7
7832356,K01456.01,CONFIRMED,7.886632468,6331.2
9643874,K01457.01,CONFIRMED,8.027681123,8725.4
8800954,K01274.01,CONFIRMED,704.962626,2319.1
8583696,K01275.01,CONFIRMED,50.28635977,1119.3
8804283,K01276.01,CONFIRMED,22.79020351,617.9
8804283,K01276.02,CONFIRMED,13.26079792,199.4
4155328,K01335.01,CONFIRMED,127.8334997,1829.9
4077526,K01336.01,CONFIRMED,10.21864532,445.3
4077526,K01336.02,CONFIRMED,15.573637,468.1
4077526,K01336.03,CONFIRMED,40.1015561,550.0
4077526,K01336.04,CONFIRMED,4.45814897,188.1
8935810,K01395.01,CONFIRMED,6.230335,1449.2
2441495,K00166.01,CONFIRMED,12.49340725,715.7
9455556,K01396.01,CONFIRMED,6.62643441,814.6
9455556,K01396.02,CONFIRMED,3.70122061,327.4
3732821,K01207.01,CONFIRMED,13.73474071,746.4
3962357,K01210.01,CONFIRMED,14.55387488,319.7
8394721,K00152.04,CONFIRMED,81.0637895,476.0
8609450,K01278.01,CONFIRMED,24.8056775,624.4
6541920,K00157.01,CONFIRMED,13.02493307,778.4
8609450,K01278.02,CONFIRMED,44.3471936,791.7
8609450,K01278.03,CONFIRMED,9.2207691,140.0
8609450,K01278.04,CONFIRMED,13.6396648,162.7
4243911,K01337.01,CONFIRMED,1.922799706,259.7
4466677,K01338.01,CONFIRMED,3.222975318,232.7
4135665,K01339.01,CONFIRMED,4.16811839,263.0
9269281,K01398.01,CONFIRMED,5.82348911,888.7
9034103,K01402.01,CONFIRMED,7.13969705,512.9
9214942,K01403.01,CONFIRMED,18.75470238,995.3
3749134,K01212.01,CONFIRMED,11.30123036,277.1
3660924,K01214.01,CONFIRMED,4.24153629,188.1
3939150,K01215.01,CONFIRMED,17.32419108,241.3
8628758,K01279.01,CONFIRMED,14.37457572,335.8
8628758,K01279.02,CONFIRMED,9.65188331,103.2
8742590,K01281.01,CONFIRMED,49.4781446,496.6
8822366,K01282.01,CONFIRMED,30.8639476,256.5
8972058,K00159.02,CONFIRMED,2.403640701,74.9
4650674,K01341.01,CONFIRMED,4.51436096,230.7
4275721,K01342.01,CONFIRMED,3.77359871,176.0
4275721,K01342.02,CONFIRMED,8.18182189,299.6
8874090,K01404.01,CONFIRMED,13.32389352,781.3
11666881,K00167.01,CONFIRMED,4.919584997,425.7
9264949,K01405.01,CONFIRMED,11.41911886,509.2
9271752,K01406.01,CONFIRMED,11.36113254,569.5
9150827,K01408.01,CONFIRMED,14.53410833,510.6
3939150,K01215.02,CONFIRMED,33.0063185,278.1
3839488,K01216.01,CONFIRMED,11.13127159,211.2
3442055,K01218.01,CONFIRMED,29.6193891,314.7
12252424,K00153.01,CONFIRMED,8.925079516,977.5
8700771,K01283.01,CONFIRMED,8.0922105,65.3
6541920,K00157.02,CONFIRMED,22.687155,960.0
4136466,K01344.01,CONFIRMED,4.48758768,112.0
9391208,K01409.01,CONFIRMED,16.56062577,700.8
9391506,K01410.01,CONFIRMED,15.74958583,659.5
8950853,K01412.01,CONFIRMED,37.8145252,412.5
9006449,K01413.01,CONFIRMED,12.64504291,200.4
9006449,K01413.02,CONFIRMED,21.5262958,190.0
9006449,K01413.03,CONFIRMED,33.8845825,224.1
4043190,K01220.01,CONFIRMED,6.40087137,133.6
3640905,K01221.01,CONFIRMED,30.1599411,175.9
3640905,K01221.02,CONFIRMED,51.0771048,141.5
10790387,K01288.01,CONFIRMED,117.93110803,8506.6
7303287,K01353.01,CONFIRMED,125.86540191,12389.5
7303287,K01353.02,CONFIRMED,34.5439452,429.8
11512246,K00168.01,CONFIRMED,10.74241765,415.2
11517719,K01416.01,CONFIRMED,2.495780169,25070.0
12252424,K00153.02,CONFIRMED,4.75400072,748.7
10874614,K00017.01,CONFIRMED,3.234699282,10558.7
6541920,K00157.03,CONFIRMED,31.99552485,1376.1
7211141,K01355.01,CONFIRMED,51.92920654,3425.8
7376983,K01358.01,CONFIRMED,5.644914154,1397.9
5084942,K00161.01,CONFIRMED,3.105507835,904.6
11497958,K01422.01,CONFIRMED,5.841636615,1336.3
11497958,K01422.02,CONFIRMED,19.85029495,1607.5
11512246,K00168.02,CONFIRMED,15.27443889,206.7
10604335,K01298.01,CONFIRMED,11.00817635,1462.5
10604335,K01298.02,CONFIRMED,92.7495777,1105.1
10864656,K01299.01,CONFIRMED,52.5008645,946.7
10975146,K01300.01,CONFIRMED,0.63133171,434.5
10538176,K01301.01,CONFIRMED,12.69905011,797.4
7376983,K01358.02,CONFIRMED,8.74292005,779.5
7376983,K01358.03,CONFIRMED,3.64830183,371.7
7376983,K01358.04,CONFIRMED,2.345863002,316.7
6946199,K01359.01,CONFIRMED,37.1011418,1357.5
11497958,K01422.03,CONFIRMED,10.8644095,748.7
11177707,K01423.01,CONFIRMED,124.4197175,4107.0
11611600,K01424.01,CONFIRMED,1.219568047,494.9
11254382,K01425.01,CONFIRMED,2.05388477,546.7
11122894,K01426.01,CONFIRMED,38.86848956,1004.9
6677841,K01236.01,CONFIRMED,35.7353616,778.8
6677841,K01236.02,CONFIRMED,12.30971679,396.0
6677841,K01236.03,CONFIRMED,54.4205407,598.0
6383821,K01238.01,CONFIRMED,27.07237655,514.2
10538176,K01301.02,CONFIRMED,37.5142128,935.0
10724369,K01302.01,CONFIRMED,55.6391882,853.0
6541920,K00157.04,CONFIRMED,46.6856205,588.8
10744335,K01304.01,CONFIRMED,4.59726613,313.0
4860678,K01602.01,CONFIRMED,9.97716876,252.9
5177104,K01603.01,CONFIRMED,3.02168007,171.9
8230616,K01713.02,CONFIRMED,2.240486703,436.3
9836959,K01715.01,CONFIRMED,105.0145774,296.0
9838949,K01716.01,CONFIRMED,4.88084456,343.0
9895006,K01717.01,CONFIRMED,10.56137217,238.4
9896558,K01718.01,CONFIRMED,67.6690554,961.1
9589323,K01488.01,CONFIRMED,3.949627144,807.2
9823487,K01489.01,CONFIRMED,16.00460392,831.9
9726659,K01491.01,CONFIRMED,3.148661555,550.5
5371776,K01557.01,CONFIRMED,3.295701024,1745.7
5371776,K01557.02,CONFIRMED,9.65349016,1308.6
5371776,K01557.03,CONFIRMED,5.315954488,965.9
9573539,K00180.01,CONFIRMED,10.04556377,671.4
5371776,K01557.04,CONFIRMED,1.499144441,258.9
9886661,K01606.01,CONFIRMED,5.082748362,276.7
10055126,K01608.01,CONFIRMED,9.17617167,206.9
10055126,K01608.02,CONFIRMED,19.7383992,168.1
5009743,K01609.01,CONFIRMED,41.6980186,440.8
10015937,K01720.01,CONFIRMED,59.6585348,1043.8
10019065,K01721.01,CONFIRMED,52.6298542,675.8
7950644,K00192.01,CONFIRMED,10.290994129,9655.7
10080248,K01722.01,CONFIRMED,14.8783945,322.8
10213902,K01723.01,CONFIRMED,59.6222627,993.4
11821363,K01494.01,CONFIRMED,8.19596647,792.8
7629518,K01495.01,CONFIRMED,15.59466045,867.7
10810838,K00174.01,CONFIRMED,56.35407916,1037.0
10963065,K01612.01,CONFIRMED,2.465024332,30.7
6268648,K01613.01,CONFIRMED,15.86624787,77.3
5357901,K00188.01,CONFIRMED,3.797018259,14431.2
4278221,K01615.01,CONFIRMED,1.340596782,107.5
10214162,K01724.01,CONFIRMED,17.42393582,770.9
10905746,K01725.01,CONFIRMED,9.8786461,1472.7
8242434,K01726.01,CONFIRMED,44.96407458,811.6
6185331,K01727.01,CONFIRMED,49.7700907,3529.2
9636135,K01498.01,CONFIRMED,5.83376197,532.9
9636135,K01498.02,CONFIRMED,2.42150341,171.5
7841925,K01499.01,CONFIRMED,14.16400071,728.1
7841925,K01499.03,CONFIRMED,6.20920207,101.9
5219234,K01563.01,CONFIRMED,5.48711441,1328.6
5219234,K01563.02,CONFIRMED,8.29084167,1033.9
5219234,K01563.03,CONFIRMED,3.20539622,453.6
5219234,K01563.04,CONFIRMED,16.73869035,996.8
9015738,K01616.01,CONFIRMED,13.93291548,131.6
7215603,K01618.01,CONFIRMED,2.36436762,28.4
5561278,K01621.01,CONFIRMED,20.31047472,164.6
6387542,K01626.01,CONFIRMED,2.53475568,463.0
6869184,K01732.01,CONFIRMED,43.3167427,987.5
6604328,K01736.01,CONFIRMED,31.0033072,645.2
7439316,K01501.01,CONFIRMED,2.617028373,499.4
12400538,K01503.01,CONFIRMED,150.2412582,2378.5
5184584,K01564.01,CONFIRMED,53.44944498,3437.0
5438099,K01567.01,CONFIRMED,7.24022418,864.9
5438099,K01567.02,CONFIRMED,4.64622383,446.5
6543893,K01627.01,CONFIRMED,10.29674097,1011.8
6543893,K01627.02,CONFIRMED,5.93919041,424.5
6975129,K01628.01,CONFIRMED,19.74733983,480.7
11391018,K00189.01,CONFIRMED,30.360445359,21124.7
8685497,K01629.01,CONFIRMED,4.4096675,132.7
4365645,K01738.01,CONFIRMED,4.16787814,168.1
8197343,K01746.01,CONFIRMED,11.79161234,415.4
6786348,K01749.01,CONFIRMED,26.964501,601.7
6209677,K01750.01,CONFIRMED,7.76845639,217.8
9813499,K01505.01,CONFIRMED,5.03257009,439.1
12254792,K01506.01,CONFIRMED,40.4286676,916.1
12020218,K01507.01,CONFIRMED,21.3588236,640.1
7690844,K01508.01,CONFIRMED,22.0459163,804.8
5438099,K01567.03,CONFIRMED,17.32670445,800.0
5438099,K01567.04,CONFIRMED,44.8411168,1051.6
8009350,K01569.01,CONFIRMED,13.75207851,1215.6
8082001,K01570.01,CONFIRMED,6.33855946,721.7
9277896,K01632.01,CONFIRMED,4.59489816,109.7
9401997,K01633.01,CONFIRMED,32.2964275,472.2
10686864,K01637.01,CONFIRMED,2.97041801,530.7
9631995,K00022.01,CONFIRMED,7.891448838,10344.6
7901948,K01511.01,CONFIRMED,2.578852119,334.3
6442377,K00176.01,CONFIRMED,30.22910274,443.4
10004519,K01572.01,CONFIRMED,9.80321143,813.4
5031857,K01573.01,CONFIRMED,24.81097206,2090.8
10879038,K01641.01,CONFIRMED,4.8538404,196.4
10990917,K01643.01,CONFIRMED,11.04605365,308.3
11046025,K01646.01,CONFIRMED,3.72020708,156.9
9729691,K01751.01,CONFIRMED,8.689301216,1117.0
9729691,K01751.02,CONFIRMED,20.99757968,1131.8
10904857,K00194.01,CONFIRMED,3.120828136,16456.0
8651389,K01754.01,CONFIRMED,15.13590453,255.7
7871954,K01515.01,CONFIRMED,1.937029968,312.3
7871954,K01515.02,CONFIRMED,7.06117322,481.7
12418724,K01516.01,CONFIRMED,20.55331441,678.3
7456001,K01517.01,CONFIRMED,40.0686713,970.9
10028792,K01574.01,CONFIRMED,114.73658,4850.0
10028792,K01574.02,CONFIRMED,191.239133,1061.2
5299459,K01576.01,CONFIRMED,10.41572666,825.3
11153121,K01647.01,CONFIRMED,14.97031664,290.5
11153121,K01647.02,CONFIRMED,32.2753853,223.9
11177543,K01648.01,CONFIRMED,38.3262237,392.1
11337141,K01649.01,CONFIRMED,4.04355245,416.2
3967760,K01760.01,CONFIRMED,5.52418625,491.0
3967760,K01760.02,CONFIRMED,8.77514782,351.9
7549209,K01518.01,CONFIRMED,27.5071114,580.7
7663405,K01519.01,CONFIRMED,5.1443645,310.7
9765975,K01520.01,CONFIRMED,18.45848388,535.3
9818462,K01521.01,CONFIRMED,25.9421582,569.7
6803202,K00177.01,CONFIRMED,21.06075303,301.2
5299459,K01576.02,CONFIRMED,13.08424286,662.0
9651668,K00183.01,CONFIRMED,2.684328541,18136.5
12506770,K01577.01,CONFIRMED,2.806243488,599.6
11337372,K01650.01,CONFIRMED,6.53194024,771.9
11337833,K01651.01,CONFIRMED,51.3011844,498.9
11547505,K01655.01,CONFIRMED,0.938466959,217.4
11502867,K00195.01,CONFIRMED,3.217518511,14319.4
9909735,K01779.01,CONFIRMED,4.66271902,1630.6
9909735,K01779.02,CONFIRMED,11.8150174,1003.0
11551692,K01781.01,CONFIRMED,7.834433676,2018.1
11551692,K01781.02,CONFIRMED,3.005156911,691.6
12266636,K01522.01,CONFIRMED,33.3856176,553.2
7869917,K01525.01,CONFIRMED,7.71467686,233.9
9824805,K01526.01,CONFIRMED,4.4444826,163.0
7939330,K01581.01,CONFIRMED,29.5422566,879.9
7939330,K01581.02,CONFIRMED,144.551628,1035.2
12602568,K01583.01,CONFIRMED,8.04727721,486.0
9941066,K01584.01,CONFIRMED,5.87063416,505.6
5972334,K00191.01,CONFIRMED,15.358767771,14638.1
4650733,K01659.01,CONFIRMED,29.5390897,403.3
7831264,K00171.02,CONFIRMED,13.07141889,251.1
7691260,K01528.01,CONFIRMED,3.989544192,190.0
9821454,K01529.01,CONFIRMED,17.9776037,213.9
9821454,K01529.02,CONFIRMED,11.8693144,101.9
11954842,K01530.01,CONFIRMED,12.98494603,257.2
5470739,K01585.01,CONFIRMED,19.17893976,752.8
10022908,K01586.01,CONFIRMED,6.99130452,555.4
5617854,K01588.01,CONFIRMED,3.517494725,532.8
4932442,K01665.01,CONFIRMED,6.93365167,119.6
5183357,K01669.01,CONFIRMED,61.0373591,437.5
5269467,K01672.01,CONFIRMED,33.8677783,894.8
11764462,K01531.01,CONFIRMED,5.69919592,159.4
11656246,K01532.01,CONFIRMED,18.11473813,241.5
7808587,K01533.01,CONFIRMED,6.24145791,163.7
4741126,K01534.01,CONFIRMED,20.4222447,189.3
5301750,K01589.01,CONFIRMED,8.72585478,446.7
5301750,K01589.02,CONFIRMED,12.88291395,460.5
5301750,K01589.03,CONFIRMED,27.4345973,472.6
5301750,K01589.04,CONFIRMED,4.22453631,159.1
5301750,K01589.05,CONFIRMED,44.5520266,362.1
5526717,K01677.01,CONFIRMED,52.069002,558.3
5972334,K00191.02,CONFIRMED,2.418406841,665.4
6034945,K01683.01,CONFIRMED,9.11500269,268.3
8692861,K00172.01,CONFIRMED,13.7223682,571.1
9480310,K01470.01,CONFIRMED,15.43400996,1785.9
4741126,K01534.02,CONFIRMED,7.63846084,71.7
11669125,K01535.01,CONFIRMED,70.6981724,357.7
12159249,K01536.01,CONFIRMED,3.74443645,73.3
5542466,K01590.02,CONFIRMED,2.35574505,266.9
10028140,K01591.01,CONFIRMED,19.65639342,843.2
6049190,K01685.01,CONFIRMED,70.468171,922.4
6198999,K01687.01,CONFIRMED,3.93246069,455.5
6310636,K01688.01,CONFIRMED,0.921030497,101.5
6616218,K01692.01,CONFIRMED,5.960400011,828.3
7761545,K01472.01,CONFIRMED,85.3514875,4674.7
12365184,K01474.01,CONFIRMED,69.72646639,4491.2
4770365,K01475.01,CONFIRMED,1.609321941,728.5
4770365,K01475.02,CONFIRMED,9.51220046,1169.4
4770365,K01475.03,CONFIRMED,4.72941177,434.3
10748390,K00003.01,CONFIRMED,4.887803076,4315.8
11804465,K00020.01,CONFIRMED,4.437962934,16387.6
9663113,K00179.01,CONFIRMED,20.74028645,1023.3
5289854,K01593.01,CONFIRMED,9.69501146,515.2
5289854,K01593.02,CONFIRMED,15.3825394,550.5
10006581,K01595.01,CONFIRMED,40.1097817,732.0
6616218,K01692.02,CONFIRMED,2.46106962,84.2
7220429,K01700.01,CONFIRMED,8.03753796,286.5
12406749,K01476.01,CONFIRMED,56.3587987,2559.6
8692861,K00172.02,CONFIRMED,242.467406,340.3
12403119,K01478.01,CONFIRMED,76.13622222,2949.5
10027323,K01596.01,CONFIRMED,5.92365747,406.5
10027323,K01596.02,CONFIRMED,105.3582299,1210.2
12019440,K00186.01,CONFIRMED,3.24325988,16450.9
10004738,K01598.01,CONFIRMED,56.4758069,1091.8
10004738,K01598.02,CONFIRMED,92.8747294,658.8
7304449,K01702.01,CONFIRMED,1.538180949,841.0
7386827,K01704.01,CONFIRMED,10.4188915,670.0
7522911,K01705.01,CONFIRMED,20.4998763,437.8
7626370,K01706.01,CONFIRMED,1.921437488,278.7
7703955,K01707.01,CONFIRMED,96.109323,982.3
7512982,K01480.01,CONFIRMED,20.38174802,1597.1
9597806,K01481.01,CONFIRMED,5.101375725,894.6
9663113,K00179.02,CONFIRMED,572.376632,1743.4
10004738,K01598.03,CONFIRMED,13.93068791,186.5
5474613,K01599.01,CONFIRMED,20.4074846,363.4
5438757,K01601.01,CONFIRMED,10.35078415,273.1
5438757,K01601.02,CONFIRMED,62.9224936,417.8
5972334,K00191.04,CONFIRMED,38.6520796,566.5
7815744,K01710.01,CONFIRMED,14.20442616,800.6
7955580,K01711.01,CONFIRMED,55.673582,765.1
8230616,K01713.01,CONFIRMED,6.82778157,545.8
7898352,K01486.01,CONFIRMED,127.2824442,8088.6
11402995,K00173.01,CONFIRMED,10.06083238,460.2
7898352,K01486.02,CONFIRMED,30.1837021,974.9
7951018,K01553.01,CONFIRMED,52.75878505,5805.8
7747425,K01952.04,CONFIRMED,42.4729078,334.0
9892816,K01955.01,CONFIRMED,15.17026921,224.8
9892816,K01955.02,CONFIRMED,39.4576228,244.8
9836149,K01958.01,CONFIRMED,17.8159689,776.8
4813563,K01959.01,CONFIRMED,36.5157639,861.3
2985767,K02032.01,CONFIRMED,14.07969236,169.5
2304320,K02033.01,CONFIRMED,16.54081386,370.0
3657758,K02034.01,CONFIRMED,3.609313059,1375.1
9790806,K02035.01,CONFIRMED,1.93155546,504.9
6382217,K02036.01,CONFIRMED,8.41100305,755.6
5375194,K01825.01,CONFIRMED,13.52252364,690.6
6468138,K01826.01,CONFIRMED,134.2520474,832.1
10019708,K00199.01,CONFIRMED,3.268695042,10091.4
11875734,K01828.01,CONFIRMED,99.7468804,1287.0
7046804,K00205.01,CONFIRMED,11.720123999,9763.3
7449136,K01890.01,CONFIRMED,4.33643506,108.5
8680979,K01891.01,CONFIRMED,15.95541913,762.6
8680979,K01891.02,CONFIRMED,8.25980352,298.4
9030537,K01892.01,CONFIRMED,62.5613879,1372.6
6949061,K01960.01,CONFIRMED,8.96847034,234.3
7269493,K01961.01,CONFIRMED,1.907810683,120.5
11657891,K01965.01,CONFIRMED,2.514628496,228.4
6305192,K00219.01,CONFIRMED,8.025118521,3120.4
6382217,K02036.02,CONFIRMED,5.79529495,334.3
9634821,K02037.01,CONFIRMED,73.7578875,1836.9
8950568,K02038.01,CONFIRMED,8.30537702,365.6
3326377,K01830.01,CONFIRMED,13.22714056,812.0
11601584,K01831.01,CONFIRMED,51.8098276,1025.4
11601584,K01831.02,CONFIRMED,4.38536428,198.5
11601584,K01831.03,CONFIRMED,34.205785079,183.2
11601584,K01831.04,CONFIRMED,13.97945055,356.1
8689793,K01893.01,CONFIRMED,3.554856338,232.9
11673802,K01894.01,CONFIRMED,5.28790754,343.9
4263293,K01895.01,CONFIRMED,8.45746636,1320.3
4263293,K01895.02,CONFIRMED,17.28116957,1562.8
4263293,K01895.03,CONFIRMED,32.1340014,1262.0
5695524,K01897.01,CONFIRMED,59.7711433,574.5
6205897,K01967.01,CONFIRMED,4.417692516,279.2
7948784,K01968.01,CONFIRMED,10.08744556,568.1
9244756,K01969.01,CONFIRMED,16.34355902,829.4
9650808,K01970.01,CONFIRMED,21.96401646,693.4
9650808,K01970.02,CONFIRMED,125.602323,925.7
8950568,K02038.02,CONFIRMED,12.51353325,430.8
8950568,K02038.03,CONFIRMED,17.9134215,197.8
8950568,K02038.04,CONFIRMED,25.2149143,174.1
8804845,K02039.01,CONFIRMED,5.42586901,259.0
10480915,K02040.01,CONFIRMED,19.58561177,532.9
11709244,K01832.01,CONFIRMED,4.544436472,879.3
11709244,K01832.02,CONFIRMED,12.76220558,653.8
11709244,K01832.03,CONFIRMED,38.7149617,694.8
11853878,K01833.01,CONFIRMED,3.69298623,763.3
5728139,K00206.01,CONFIRMED,5.334082429,4676.5
7668663,K01898.01,CONFIRMED,6.4980147,190.9
7047922,K01899.01,CONFIRMED,19.76169247,392.5
9353314,K01900.01,CONFIRMED,5.18498961,430.1
3629967,K01901.01,CONFIRMED,85.6542476,476.0
9347009,K01971.01,CONFIRMED,19.32945602,935.5
4917596,K01973.01,CONFIRMED,3.290114076,645.3
11046458,K00214.01,CONFIRMED,3.311864148,5976.5
7132798,K00220.01,CONFIRMED,2.422084188,1871.8
3448130,K02043.01,CONFIRMED,78.5461106,658.7
9656252,K02044.01,CONFIRMED,16.92342126,1125.3
6026438,K02045.01,CONFIRMED,5.47665801,648.0
9471268,K01835.01,CONFIRMED,4.580346161,308.3
9471268,K01835.02,CONFIRMED,2.248288213,263.2
9471268,K01835.03,CONFIRMED,6.76690759,249.3
10657406,K01837.01,CONFIRMED,34.1732156,635.0
5526527,K01838.01,CONFIRMED,16.7364755,1147.0
8766650,K01904.01,CONFIRMED,12.43929428,254.3
10328393,K01905.01,CONFIRMED,7.62635494,296.1
7094486,K01907.01,CONFIRMED,11.35010642,1221.0
7289577,K01974.01,CONFIRMED,109.4450597,1269.6
8543100,K01975.01,CONFIRMED,7.56052209,659.8
2693736,K01976.01,CONFIRMED,12.12401737,788.4
9412760,K01977.01,CONFIRMED,9.38740646,384.6
9412760,K01977.02,CONFIRMED,7.41556471,150.4
6026438,K02045.02,CONFIRMED,24.2101973,458.0
10663396,K02046.01,CONFIRMED,23.8990075,293.4
11457726,K02047.01,CONFIRMED,6.22161107,165.0
8956206,K02048.01,CONFIRMED,6.17998508,750.5
9649706,K02049.01,CONFIRMED,1.569066598,147.2
5856571,K01839.01,CONFIRMED,9.59068586,544.6
7765528,K01840.01,CONFIRMED,7.03932913,836.7
11760231,K01841.01,CONFIRMED,49.6075771,626.7
7779077,K01842.01,CONFIRMED,16.84183355,822.1
6046540,K00200.01,CONFIRMED,7.340714946,8510.5
5706966,K01908.01,CONFIRMED,12.55111099,494.1
3762468,K00208.01,CONFIRMED,3.003879547,8538.0
5706966,K01908.02,CONFIRMED,24.0884178,387.2
10130039,K01909.01,CONFIRMED,12.75800092,187.9
10130039,K01909.02,CONFIRMED,5.47033376,112.0
9518318,K01978.01,CONFIRMED,6.51112385,695.1
9518318,K01978.02,CONFIRMED,23.85163321,833.7
7273277,K01979.01,CONFIRMED,2.714078374,143.5
11769890,K01980.01,CONFIRMED,122.8799543,717.7
6862721,K01982.01,CONFIRMED,4.88753111,679.6
12301181,K02059.01,CONFIRMED,6.14728341,119.7
9279354,K02060.01,CONFIRMED,2.800111267,706.7
6774880,K02062.01,CONFIRMED,34.3511339,599.4
3937519,K00221.01,CONFIRMED,3.413036353,3868.7
7449541,K02063.01,CONFIRMED,3.00725068,285.8
5080636,K01843.01,CONFIRMED,4.194496867,660.7
3338885,K01845.01,CONFIRMED,1.970340203,403.2
3338885,K01845.02,CONFIRMED,5.05821338,748.3
6776401,K01847.01,CONFIRMED,26.85323647,965.8
10130039,K01909.03,CONFIRMED,25.0985083,167.6
8226050,K01910.01,CONFIRMED,34.2685741,699.3
9965957,K01911.01,CONFIRMED,5.75321539,733.8
9704384,K01913.01,CONFIRMED,5.50860699,203.9
8426567,K01914.01,CONFIRMED,18.93055119,684.0
10094670,K01984.01,CONFIRMED,22.06402,388.7
8142942,K01985.01,CONFIRMED,5.756245244,623.6
8257205,K01986.01,CONFIRMED,148.4601819,1532.1
9044228,K01988.01,CONFIRMED,0.934885365,270.4
7265298,K02051.01,CONFIRMED,25.7626846,619.5
7265298,K02051.02,CONFIRMED,11.0317836,182.3
7132798,K00220.02,CONFIRMED,4.12511935,114.7
2307415,K02053.01,CONFIRMED,13.12162167,196.9
7430034,K01848.01,CONFIRMED,49.6220669,505.5
9735426,K01849.01,CONFIRMED,8.08801663,952.9
8826168,K01850.01,CONFIRMED,11.55103848,402.8
10464050,K01851.01,CONFIRMED,4.469754641,553.9
9763348,K01852.01,CONFIRMED,15.77382794,313.6
9101496,K01915.01,CONFIRMED,6.56226483,260.8
6037581,K01916.01,CONFIRMED,20.67876365,323.9
10723750,K00209.01,CONFIRMED,50.79034648,5671.1
6037581,K01916.02,CONFIRMED,9.59993246,271.2
6037581,K01916.03,CONFIRMED,2.0248205,63.3
10779233,K01989.01,CONFIRMED,201.118319,584.8
11614617,K01990.01,CONFIRMED,24.7577652,458.7
11450414,K01992.01,CONFIRMED,12.7983174,336.6
4736569,K01996.01,CONFIRMED,10.13200555,911.6
10384798,K01997.01,CONFIRMED,38.505224,695.2
2307415,K02053.02,CONFIRMED,4.6126736,133.2
3128552,K02055.01,CONFIRMED,8.67890312,540.6
10134152,K02056.01,CONFIRMED,39.3135699,500.1
9573685,K02057.01,CONFIRMED,5.94565516,401.2
10329835,K02058.01,CONFIRMED,1.52373073,364.7
6849046,K00201.01,CONFIRMED,4.225384543,7563.0
8804397,K01853.01,CONFIRMED,60.0853848,432.2
9662811,K01854.01,CONFIRMED,43.0343364,541.6
11297236,K01857.01,CONFIRMED,88.6440015,625.5
10074466,K01917.01,CONFIRMED,35.01190875,436.7
8218379,K01920.01,CONFIRMED,16.57099265,644.9
7755636,K01921.01,CONFIRMED,16.00496657,377.5
9411166,K01922.01,CONFIRMED,1.954525966,392.8
4989057,K01923.01,CONFIRMED,7.23400381,453.3
9834040,K01998.01,CONFIRMED,6.77408984,520.3
6152974,K00216.01,CONFIRMED,20.172024672,5368.1
8802693,K02000.01,CONFIRMED,26.41044199,991.1
6061773,K02001.01,CONFIRMED,8.27745764,197.2
10024701,K02002.01,CONFIRMED,14.37504582,251.1
3239671,K02066.01,CONFIRMED,147.97391,1267.1
9304101,K02067.01,CONFIRMED,13.24503482,156.1
11360571,K02069.01,CONFIRMED,77.2550726,589.5
6035124,K02071.01,CONFIRMED,3.85690686,127.8
8160953,K01858.01,CONFIRMED,116.3311739,1586.3
4157325,K01860.01,CONFIRMED,6.31943553,581.1
4157325,K01860.02,CONFIRMED,12.20951755,538.1
4157325,K01860.03,CONFIRMED,3.07644709,216.7
9955598,K01925.01,CONFIRMED,68.958447,123.3
10723750,K00209.02,CONFIRMED,18.79591276,2431.4
5770074,K01928.01,CONFIRMED,63.0380366,658.7
10136549,K01929.01,CONFIRMED,9.69315023,141.8
12154526,K02004.01,CONFIRMED,56.1886436,346.2
6665512,K02005.01,CONFIRMED,6.92101452,529.7
10525027,K02006.01,CONFIRMED,3.27344784,262.5
11069176,K02007.01,CONFIRMED,15.3789014,185.1
10005758,K01783.01,CONFIRMED,134.4785189,4033.5
5864975,K01787.01,CONFIRMED,98.7179332,7320.0
2975770,K01788.01,CONFIRMED,71.52543938,5904.3
7877496,K00202.01,CONFIRMED,1.72086129,10184.5
7286173,K01862.01,CONFIRMED,56.4349933,580.0
11126381,K01863.01,CONFIRMED,33.7888028,649.2
4149450,K01864.01,CONFIRMED,3.215109385,158.0
10136549,K01929.02,CONFIRMED,3.29276797,80.7
5511081,K01930.01,CONFIRMED,13.72710334,199.2
5511081,K01930.02,CONFIRMED,24.3110031,184.4
5511081,K01930.03,CONFIRMED,44.4304059,238.5
5511081,K01930.04,CONFIRMED,9.34145925,81.7
10978763,K01931.01,CONFIRMED,4.97760447,287.3
11069176,K02007.02,CONFIRMED,21.1285655,176.7
6152974,K00216.02,CONFIRMED,7.51854537,286.7
5631630,K02010.01,CONFIRMED,25.96190067,350.3
6504954,K01790.01,CONFIRMED,130.3543929,5128.7
9410930,K00196.01,CONFIRMED,1.855557556,10570.1
10676014,K01797.01,CONFIRMED,16.78175788,908.0
9520838,K01866.01,CONFIRMED,105.3035093,1362.2
8167996,K01867.01,CONFIRMED,2.549562652,495.1
8167996,K01867.02,CONFIRMED,13.96950181,1110.0
8167996,K01867.03,CONFIRMED,5.21230171,430.0
6773862,K01868.01,CONFIRMED,17.76076524,1287.2
